Product_Launch_Id,Product_Category,Weeks_Since_Launch,Stores_Selling,Units_that_sold_that_week,Distinct_Customers_Buying_At_Least_Once_Cumulative,Distinct_Customers_Buying_More_Than_Once_Cumulative,Cumulative_Units_Sold_To_Convenience_At_Home_Customers,Cumulative_Units_Sold_To_Family_Focussed_Customers,Cumulative_Units_Sold_To_Finest_Customers,Cumulative_Units_Sold_To_Grab_and_Go_Customers,Cumulative_Units_Sold_To_Shoppers_On_A_Budget,Cumulative_Units_Sold_To_Traditional_Homes_Customers,Cumulative_Units_Sold_To_Watching_The_Waistline_Customers,Cumulative_Units_Sold_To_Least_Price_Sensitive_Customers,Cumulative_Units_Sold_To_Price_Sensitive_Customers,Cumulative_Units_Sold_To_Splurge_And_Save_Customers,Cumulative_Units_Sold_To_Very_Price_Sensitive_Customers
4489,Domestic Wine,4,31,79,185,15,113,13,28,30,34,77,39,45,176,36,83
4489,Domestic Wine,5,22,77,220,16,142,14,31,36,41,99,47,54,209,40,111
4489,Domestic Wine,6,34,123,274,20,169,16,42,55,51,119,63,67,266,59,130
4489,Domestic Wine,7,38,95,324,24,198,26,50,59,64,138,70,80,313,62,157
4489,Domestic Wine,8,106,376,539,32,287,56,72,97,88,204,152,119,466,115,254
4489,Domestic Wine,9,136,642,851,59,469,81,118,188,134,301,247,249,691,200,417
4489,Domestic Wine,10,141,700,1184,89,648,133,159,283,177,395,376,344,990,287,570
4489,Domestic Wine,11,145,828,1577,142,903,171,218,379,220,503,523,449,1320,398,756
4489,Domestic Wine,12,123,494,1796,172,1041,194,264,435,254,581,604,519,1513,452,888
4489,Domestic Wine,13,118,470,1986,205,1132,214,305,481,318,660,682,558,1703,546,982
4489,Domestic Wine,14,118,,,,,,,,,,,,,,
4489,Domestic Wine,15,105,,,,,,,,,,,,,,
4489,Domestic Wine,16,93,,,,,,,,,,,,,,
4489,Domestic Wine,17,83,,,,,,,,,,,,,,
4489,Domestic Wine,18,59,,,,,,,,,,,,,,
4489,Domestic Wine,19,59,,,,,,,,,,,,,,
4489,Domestic Wine,20,43,,,,,,,,,,,,,,
4489,Domestic Wine,21,29,,,,,,,,,,,,,,
4489,Domestic Wine,22,20,,,,,,,,,,,,,,
4489,Domestic Wine,23,24,,,,,,,,,,,,,,
4489,Domestic Wine,24,15,,,,,,,,,,,,,,
4489,Domestic Wine,25,9,,,,,,,,,,,,,,
4489,Domestic Wine,26,8,,,,,,,,,,,,,,
4491,Domestic Wine,1,4,13,7,0,3,0,0,0,0,2,5,3,6,1,0
4491,Domestic Wine,2,7,14,15,1,8,3,0,0,1,3,5,7,8,1,4
4491,Domestic Wine,3,78,359,213,8,96,23,39,65,24,31,70,69,143,36,95
4491,Domestic Wine,4,109,593,519,28,235,59,77,161,73,98,204,169,361,110,259
4491,Domestic Wine,5,104,644,833,59,419,114,113,242,133,179,280,250,594,187,439
4491,Domestic Wine,6,112,870,1250,116,654,145,208,359,230,268,440,390,944,307,646
4491,Domestic Wine,7,111,540,1495,156,795,201,260,418,279,362,486,467,1142,356,817
4491,Domestic Wine,8,104,480,1690,187,896,215,299,484,357,414,571,553,1305,430,928
4491,Domestic Wine,9,106,473,1888,226,1007,246,341,544,400,485,644,621,1480,495,1049
4491,Domestic Wine,10,108,543,2069,265,1197,260,381,611,458,557,704,659,1720,591,1169
4491,Domestic Wine,11,100,431,2215,304,1316,273,421,654,489,625,794,719,1905,629,1290
4491,Domestic Wine,12,90,449,2329,341,1456,288,457,711,534,678,856,769,2114,688,1380
4491,Domestic Wine,13,72,285,2418,370,1532,309,481,750,557,716,899,806,2244,709,1453
4491,Domestic Wine,14,68,,,,,,,,,,,,,,
4491,Domestic Wine,15,50,,,,,,,,,,,,,,
4491,Domestic Wine,16,31,,,,,,,,,,,,,,
4491,Domestic Wine,17,22,,,,,,,,,,,,,,
4491,Domestic Wine,18,23,,,,,,,,,,,,,,
4491,Domestic Wine,19,14,,,,,,,,,,,,,,
4491,Domestic Wine,20,7,,,,,,,,,,,,,,
4491,Domestic Wine,21,8,,,,,,,,,,,,,,
4491,Domestic Wine,22,6,,,,,,,,,,,,,,
4491,Domestic Wine,23,4,,,,,,,,,,,,,,
4491,Domestic Wine,24,6,,,,,,,,,,,,,,
4491,Domestic Wine,25,2,,,,,,,,,,,,,,
4491,Domestic Wine,26,3,,,,,,,,,,,,,,
4493,Domestic Wine,1,5,6,5,0,5,0,1,0,0,0,0,0,2,0,3
4493,Domestic Wine,2,18,68,44,1,30,3,8,0,12,9,8,7,34,16,12
4493,Domestic Wine,3,48,185,135,8,64,17,36,27,44,26,38,34,118,33,64
4493,Domestic Wine,4,48,213,223,20,107,27,47,66,55,69,78,61,202,73,107
4493,Domestic Wine,5,48,133,294,25,141,32,65,79,59,94,94,77,263,84,131
4493,Domestic Wine,6,42,157,358,34,204,35,70,90,71,119,124,96,338,102,164
4493,Domestic Wine,7,39,151,414,46,239,52,80,102,94,134,139,132,396,109,194
4493,Domestic Wine,8,105,352,612,52,331,67,105,164,121,180,200,176,531,155,292
4493,Domestic Wine,9,114,490,867,71,492,115,135,224,155,226,296,262,735,208,418
4493,Domestic Wine,10,134,572,1163,101,670,153,196,274,201,299,372,351,931,303,562
4493,Domestic Wine,11,147,822,1557,149,915,198,275,372,262,366,545,490,1254,388,781
4493,Domestic Wine,12,123,507,1814,176,1032,228,320,439,301,450,628,572,1431,437,927
4493,Domestic Wine,13,119,569,2019,221,1153,269,367,508,372,492,744,634,1630,550,1056
4493,Domestic Wine,14,107,,,,,,,,,,,,,,
4493,Domestic Wine,15,94,,,,,,,,,,,,,,
4493,Domestic Wine,16,93,,,,,,,,,,,,,,
4493,Domestic Wine,17,90,,,,,,,,,,,,,,
4493,Domestic Wine,18,67,,,,,,,,,,,,,,
4493,Domestic Wine,19,55,,,,,,,,,,,,,,
4493,Domestic Wine,20,48,,,,,,,,,,,,,,
4493,Domestic Wine,21,37,,,,,,,,,,,,,,
4493,Domestic Wine,22,26,,,,,,,,,,,,,,
4493,Domestic Wine,23,17,,,,,,,,,,,,,,
4493,Domestic Wine,24,15,,,,,,,,,,,,,,
4493,Domestic Wine,25,12,,,,,,,,,,,,,,
4493,Domestic Wine,26,6,,,,,,,,,,,,,,
4494,Domestic Wine,1,61,195,118,3,34,11,31,18,20,24,42,15,69,18,78
4494,Domestic Wine,2,82,278,302,12,108,25,51,52,45,67,98,57,155,51,181
4494,Domestic Wine,3,97,408,543,27,239,49,101,83,85,125,147,120,296,95,314
4494,Domestic Wine,4,107,485,810,53,372,65,159,120,139,178,238,200,474,154,439
4494,Domestic Wine,5,82,257,947,71,442,86,189,132,162,217,278,226,563,182,523
4494,Domestic Wine,6,87,275,1076,90,512,101,209,155,213,251,311,260,643,248,590
4494,Domestic Wine,7,83,260,1198,110,568,113,232,189,241,290,364,294,742,277,665
4494,Domestic Wine,8,82,320,1325,137,646,126,252,228,284,330,422,340,836,332,761
4494,Domestic Wine,9,88,273,1439,160,717,142,268,258,305,367,482,376,945,369,827
4494,Domestic Wine,10,76,274,1531,184,796,161,301,270,324,405,530,417,1056,409,879
4494,Domestic Wine,11,72,255,1613,206,866,169,323,294,339,456,583,479,1160,428,937
4494,Domestic Wine,12,64,210,1685,219,940,180,348,310,347,479,624,496,1255,451,997
4494,Domestic Wine,13,40,153,1722,232,1012,180,374,317,357,489,639,513,1329,467,1026
4494,Domestic Wine,14,39,,,,,,,,,,,,,,
4494,Domestic Wine,15,32,,,,,,,,,,,,,,
4494,Domestic Wine,16,19,,,,,,,,,,,,,,
4494,Domestic Wine,17,15,,,,,,,,,,,,,,
4494,Domestic Wine,18,11,,,,,,,,,,,,,,
4494,Domestic Wine,19,11,,,,,,,,,,,,,,
4494,Domestic Wine,20,7,,,,,,,,,,,,,,
4494,Domestic Wine,21,5,,,,,,,,,,,,,,
4494,Domestic Wine,22,4,,,,,,,,,,,,,,
4494,Domestic Wine,23,3,,,,,,,,,,,,,,
4494,Domestic Wine,24,2,,,,,,,,,,,,,,
4494,Domestic Wine,25,4,,,,,,,,,,,,,,
4494,Domestic Wine,26,1,,,,,,,,,,,,,,
4504,Candy - Packaged,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
4504,Candy - Packaged,2,34,56,48,0,15,5,23,3,1,9,1,2,25,10,19
4504,Candy - Packaged,3,92,182,183,8,71,16,77,13,8,43,10,38,95,29,72
4504,Candy - Packaged,4,134,253,371,12,155,33,130,22,30,94,25,67,222,65,126
4504,Candy - Packaged,5,200,392,649,26,243,55,252,39,63,183,42,142,366,116,237
4504,Candy - Packaged,6,386,905,1299,67,444,104,488,88,165,372,94,279,764,229,458
4504,Candy - Packaged,7,557,1228,2181,126,702,159,835,163,310,595,186,524,1290,387,714
4504,Candy - Packaged,8,628,1358,3092,235,1030,219,1143,250,468,851,307,829,1875,553,942
4504,Candy - Packaged,9,649,1378,3983,349,1357,313,1405,328,646,1134,413,1105,2492,719,1189
4504,Candy - Packaged,10,769,1642,5052,506,1761,421,1740,430,824,1445,563,1457,3143,920,1522
4504,Candy - Packaged,11,794,1728,6178,669,2207,518,2127,535,968,1772,725,1795,3861,1131,1889
4504,Candy - Packaged,12,1028,2412,7753,859,2806,644,2586,716,1206,2242,973,2336,4826,1418,2362
4504,Candy - Packaged,13,1160,3241,9736,1143,3572,829,3205,949,1533,2897,1316,3042,6125,1858,2996
4504,Candy - Packaged,14,1281,,,,,,,,,,,,,,
4504,Candy - Packaged,15,1338,,,,,,,,,,,,,,
4504,Candy - Packaged,16,1328,,,,,,,,,,,,,,
4504,Candy - Packaged,17,1397,,,,,,,,,,,,,,
4504,Candy - Packaged,18,1418,,,,,,,,,,,,,,
4504,Candy - Packaged,19,1438,,,,,,,,,,,,,,
4504,Candy - Packaged,20,1497,,,,,,,,,,,,,,
4504,Candy - Packaged,21,1935,,,,,,,,,,,,,,
4504,Candy - Packaged,22,1549,,,,,,,,,,,,,,
4504,Candy - Packaged,23,901,,,,,,,,,,,,,,
4504,Candy - Packaged,24,308,,,,,,,,,,,,,,
4504,Candy - Packaged,25,53,,,,,,,,,,,,,,
4504,Candy - Packaged,26,6,,,,,,,,,,,,,,
4527,Deodorants,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
4527,Deodorants,2,3,3,4,0,0,0,1,0,1,1,1,2,2,0,0
4527,Deodorants,3,19,22,23,0,4,0,3,2,3,7,2,5,14,1,1
4527,Deodorants,4,91,106,114,1,23,6,22,5,11,31,16,22,56,12,23
4527,Deodorants,5,101,120,221,1,47,15,39,12,21,54,30,52,102,22,39
4527,Deodorants,6,130,158,360,1,77,20,61,21,38,90,52,83,156,40,73
4527,Deodorants,7,122,140,483,5,119,26,77,26,49,111,64,106,204,51,102
4527,Deodorants,8,135,155,616,10,149,31,101,35,64,143,73,126,256,70,133
4527,Deodorants,9,97,121,713,14,175,34,116,42,71,170,85,149,295,84,151
4527,Deodorants,10,98,109,810,18,193,40,127,51,86,192,94,179,326,94,168
4527,Deodorants,11,140,160,945,26,229,43,153,65,107,218,105,205,379,101,211
4527,Deodorants,12,146,158,1084,38,257,51,172,79,117,261,117,232,445,115,238
4527,Deodorants,13,130,141,1212,47,282,57,193,90,127,291,128,262,486,129,265
4527,Deodorants,14,116,,,,,,,,,,,,,,
4527,Deodorants,15,127,,,,,,,,,,,,,,
4527,Deodorants,16,125,,,,,,,,,,,,,,
4527,Deodorants,17,168,,,,,,,,,,,,,,
4527,Deodorants,18,140,,,,,,,,,,,,,,
4527,Deodorants,19,125,,,,,,,,,,,,,,
4527,Deodorants,20,151,,,,,,,,,,,,,,
4527,Deodorants,21,133,,,,,,,,,,,,,,
4527,Deodorants,22,102,,,,,,,,,,,,,,
4527,Deodorants,23,108,,,,,,,,,,,,,,
4527,Deodorants,24,119,,,,,,,,,,,,,,
4527,Deodorants,25,98,,,,,,,,,,,,,,
4527,Deodorants,26,159,,,,,,,,,,,,,,
4528,Deodorants,1,7,9,7,0,4,1,0,0,2,1,0,1,4,2,1
4528,Deodorants,2,13,14,20,0,5,6,2,2,2,3,0,4,7,3,5
4528,Deodorants,3,10,12,30,0,6,9,5,2,2,6,1,5,15,3,7
4528,Deodorants,4,36,41,67,0,14,11,16,3,3,13,5,12,34,7,12
4528,Deodorants,5,54,59,121,0,34,14,26,7,7,25,7,23,56,11,29
4528,Deodorants,6,58,62,179,0,50,17,30,11,17,40,14,39,79,22,38
4528,Deodorants,7,74,78,254,1,67,24,38,18,23,56,27,53,105,36,53
4528,Deodorants,8,63,72,317,2,77,30,56,22,33,65,34,67,131,45,67
4528,Deodorants,9,56,57,373,2,90,32,67,25,36,75,40,76,150,53,79
4528,Deodorants,10,65,71,437,3,102,37,79,29,43,91,50,86,173,64,101
4528,Deodorants,11,75,86,514,3,115,44,98,37,54,101,62,101,205,73,125
4528,Deodorants,12,43,48,556,6,121,48,103,44,58,111,65,111,218,82,132
4528,Deodorants,13,49,53,605,7,129,51,114,50,60,123,71,123,237,90,140
4528,Deodorants,14,85,,,,,,,,,,,,,,
4528,Deodorants,15,93,,,,,,,,,,,,,,
4528,Deodorants,16,69,,,,,,,,,,,,,,
4528,Deodorants,17,44,,,,,,,,,,,,,,
4528,Deodorants,18,58,,,,,,,,,,,,,,
4528,Deodorants,19,64,,,,,,,,,,,,,,
4528,Deodorants,20,72,,,,,,,,,,,,,,
4528,Deodorants,21,73,,,,,,,,,,,,,,
4528,Deodorants,22,60,,,,,,,,,,,,,,
4528,Deodorants,23,51,,,,,,,,,,,,,,
4528,Deodorants,24,34,,,,,,,,,,,,,,
4528,Deodorants,25,48,,,,,,,,,,,,,,
4528,Deodorants,26,52,,,,,,,,,,,,,,
4529,Deodorants,1,9,12,9,0,6,1,0,2,0,1,2,4,2,2,3
4529,Deodorants,2,33,36,43,0,11,3,6,3,4,8,10,13,14,4,12
4529,Deodorants,3,160,194,208,0,48,19,39,16,21,67,19,22,84,18,97
4529,Deodorants,4,141,202,358,2,91,27,70,30,44,114,46,52,163,29,164
4529,Deodorants,5,113,139,475,4,114,31,95,45,60,150,57,74,223,35,202
4529,Deodorants,6,112,142,592,5,153,41,116,59,73,173,72,90,269,47,258
4529,Deodorants,7,78,94,667,9,185,47,128,64,82,188,82,99,310,59,285
4529,Deodorants,8,48,51,716,10,200,48,133,70,86,198,89,118,326,63,292
4529,Deodorants,9,73,86,790,11,223,51,141,77,95,216,102,139,360,71,308
4529,Deodorants,10,117,153,907,15,250,60,167,90,108,253,120,178,414,83,342
4529,Deodorants,11,109,150,1017,23,285,64,191,97,123,289,132,210,473,92,372
4529,Deodorants,12,113,137,1130,28,316,73,209,107,130,324,146,228,520,103,421
4529,Deodorants,13,135,170,1265,34,369,77,233,117,147,354,166,256,586,120,461
4529,Deodorants,14,103,,,,,,,,,,,,,,
4529,Deodorants,15,75,,,,,,,,,,,,,,
4529,Deodorants,16,68,,,,,,,,,,,,,,
4529,Deodorants,17,60,,,,,,,,,,,,,,
4529,Deodorants,18,96,,,,,,,,,,,,,,
4529,Deodorants,19,88,,,,,,,,,,,,,,
4529,Deodorants,20,87,,,,,,,,,,,,,,
4529,Deodorants,21,71,,,,,,,,,,,,,,
4529,Deodorants,22,67,,,,,,,,,,,,,,
4529,Deodorants,23,65,,,,,,,,,,,,,,
4529,Deodorants,24,57,,,,,,,,,,,,,,
4529,Deodorants,25,89,,,,,,,,,,,,,,
4529,Deodorants,26,106,,,,,,,,,,,,,,
4530,Soap - Liquid & Bar,1,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0
4530,Soap - Liquid & Bar,2,2,2,4,0,2,0,1,0,0,0,0,1,0,2,0
4530,Soap - Liquid & Bar,3,16,17,21,0,8,1,4,0,1,5,0,5,4,4,5
4530,Soap - Liquid & Bar,4,94,127,124,1,26,9,28,11,10,48,8,16,53,15,53
4530,Soap - Liquid & Bar,5,180,241,328,4,78,22,80,28,32,104,26,43,121,28,164
4530,Soap - Liquid & Bar,6,227,319,590,6,134,32,159,51,64,186,44,76,226,49,295
4530,Soap - Liquid & Bar,7,240,356,862,16,218,37,240,84,104,268,56,108,353,65,455
4530,Soap - Liquid & Bar,8,205,261,1071,29,287,47,298,97,126,321,82,152,448,88,534
4530,Soap - Liquid & Bar,9,98,116,1172,33,304,50,318,107,140,353,94,176,494,101,559
4530,Soap - Liquid & Bar,10,101,113,1273,36,319,56,339,112,145,393,108,199,541,110,582
4530,Soap - Liquid & Bar,11,258,418,1551,63,366,62,441,143,171,538,127,235,668,133,766
4530,Soap - Liquid & Bar,12,279,464,1832,93,432,73,535,181,212,672,162,289,784,161,969
4530,Soap - Liquid & Bar,13,225,336,2061,112,489,79,604,203,255,757,192,347,885,186,1092
4530,Soap - Liquid & Bar,14,158,,,,,,,,,,,,,,
4530,Soap - Liquid & Bar,15,165,,,,,,,,,,,,,,
4530,Soap - Liquid & Bar,16,93,,,,,,,,,,,,,,
4530,Soap - Liquid & Bar,17,72,,,,,,,,,,,,,,
4530,Soap - Liquid & Bar,18,73,,,,,,,,,,,,,,
4530,Soap - Liquid & Bar,19,119,,,,,,,,,,,,,,
4530,Soap - Liquid & Bar,20,144,,,,,,,,,,,,,,
4530,Soap - Liquid & Bar,21,97,,,,,,,,,,,,,,
4530,Soap - Liquid & Bar,22,80,,,,,,,,,,,,,,
4530,Soap - Liquid & Bar,23,78,,,,,,,,,,,,,,
4530,Soap - Liquid & Bar,24,85,,,,,,,,,,,,,,
4530,Soap - Liquid & Bar,25,69,,,,,,,,,,,,,,
4530,Soap - Liquid & Bar,26,131,,,,,,,,,,,,,,
4531,Soap - Liquid & Bar,1,2,3,3,0,0,0,0,1,0,2,0,1,1,1,0
4531,Soap - Liquid & Bar,2,2,2,5,0,0,0,0,2,0,3,0,1,3,1,0
4531,Soap - Liquid & Bar,3,23,29,30,1,3,1,6,3,4,13,3,5,12,2,13
4531,Soap - Liquid & Bar,4,145,223,197,3,43,7,46,32,21,69,22,25,109,14,91
4531,Soap - Liquid & Bar,5,195,271,408,7,110,19,113,39,39,146,36,56,175,31,231
4531,Soap - Liquid & Bar,6,251,345,684,13,194,22,185,67,75,224,57,90,289,53,373
4531,Soap - Liquid & Bar,7,307,459,1015,27,279,42,285,101,129,353,78,135,438,88,577
4531,Soap - Liquid & Bar,8,213,281,1242,34,351,50,344,115,148,431,96,168,538,115,680
4531,Soap - Liquid & Bar,9,102,111,1342,38,378,53,362,128,158,453,102,201,574,122,702
4531,Soap - Liquid & Bar,10,108,124,1453,40,404,64,385,131,170,478,117,219,629,132,735
4531,Soap - Liquid & Bar,11,328,527,1789,69,472,79,522,167,208,630,139,256,774,159,980
4531,Soap - Liquid & Bar,12,361,591,2157,110,549,89,655,202,275,787,184,293,930,205,1241
4531,Soap - Liquid & Bar,13,246,396,2406,134,617,95,738,215,311,909,218,338,1050,236,1397
4531,Soap - Liquid & Bar,14,199,,,,,,,,,,,,,,
4531,Soap - Liquid & Bar,15,217,,,,,,,,,,,,,,
4531,Soap - Liquid & Bar,16,136,,,,,,,,,,,,,,
4531,Soap - Liquid & Bar,17,85,,,,,,,,,,,,,,
4531,Soap - Liquid & Bar,18,109,,,,,,,,,,,,,,
4531,Soap - Liquid & Bar,19,180,,,,,,,,,,,,,,
4531,Soap - Liquid & Bar,20,225,,,,,,,,,,,,,,
4531,Soap - Liquid & Bar,21,142,,,,,,,,,,,,,,
4531,Soap - Liquid & Bar,22,107,,,,,,,,,,,,,,
4531,Soap - Liquid & Bar,23,86,,,,,,,,,,,,,,
4531,Soap - Liquid & Bar,24,104,,,,,,,,,,,,,,
4531,Soap - Liquid & Bar,25,121,,,,,,,,,,,,,,
4531,Soap - Liquid & Bar,26,256,,,,,,,,,,,,,,
4532,Soap - Liquid & Bar,1,3,3,3,0,0,0,0,1,0,1,1,2,1,0,0
4532,Soap - Liquid & Bar,2,4,4,7,0,1,1,1,2,0,1,1,5,1,1,0
4532,Soap - Liquid & Bar,3,28,36,36,0,8,2,7,3,3,12,8,10,10,7,15
4532,Soap - Liquid & Bar,4,197,257,246,4,60,16,57,28,30,64,35,38,94,28,121
4532,Soap - Liquid & Bar,5,267,370,545,9,137,32,127,56,61,167,53,75,210,54,279
4532,Soap - Liquid & Bar,6,327,431,904,17,220,47,211,87,111,283,87,111,369,81,458
4532,Soap - Liquid & Bar,7,328,464,1261,27,315,66,306,138,156,394,113,166,523,120,650
4532,Soap - Liquid & Bar,8,270,343,1551,38,392,79,373,162,183,488,140,213,657,145,764
4532,Soap - Liquid & Bar,9,164,179,1711,47,416,87,409,176,203,539,157,240,752,157,795
4532,Soap - Liquid & Bar,10,126,140,1831,54,439,95,431,182,219,580,169,269,796,172,830
4532,Soap - Liquid & Bar,11,376,573,2224,93,529,105,554,222,276,752,204,317,988,206,1071
4532,Soap - Liquid & Bar,12,406,664,2655,136,630,129,690,252,327,976,237,375,1188,259,1335
4532,Soap - Liquid & Bar,13,278,378,2928,160,693,147,745,282,357,1095,263,426,1330,287,1450
4532,Soap - Liquid & Bar,14,203,,,,,,,,,,,,,,
4532,Soap - Liquid & Bar,15,245,,,,,,,,,,,,,,
4532,Soap - Liquid & Bar,16,127,,,,,,,,,,,,,,
4532,Soap - Liquid & Bar,17,104,,,,,,,,,,,,,,
4532,Soap - Liquid & Bar,18,95,,,,,,,,,,,,,,
4532,Soap - Liquid & Bar,19,187,,,,,,,,,,,,,,
4532,Soap - Liquid & Bar,20,226,,,,,,,,,,,,,,
4532,Soap - Liquid & Bar,21,133,,,,,,,,,,,,,,
4532,Soap - Liquid & Bar,22,105,,,,,,,,,,,,,,
4532,Soap - Liquid & Bar,23,96,,,,,,,,,,,,,,
4532,Soap - Liquid & Bar,24,123,,,,,,,,,,,,,,
4532,Soap - Liquid & Bar,25,110,,,,,,,,,,,,,,
4532,Soap - Liquid & Bar,26,250,,,,,,,,,,,,,,
4540,Cookie/Cracker Multi-Pks,1,7,8,8,0,2,0,1,1,2,1,1,2,4,0,0
4540,Cookie/Cracker Multi-Pks,2,225,370,322,2,94,10,59,41,62,69,11,50,174,28,84
4540,Cookie/Cracker Multi-Pks,3,305,524,774,13,233,35,152,90,134,154,31,129,388,79,209
4540,Cookie/Cracker Multi-Pks,4,159,233,958,30,285,42,181,121,164,201,49,179,471,109,254
4540,Cookie/Cracker Multi-Pks,5,92,119,1049,40,310,45,202,132,189,213,59,201,512,123,282
4540,Cookie/Cracker Multi-Pks,6,78,111,1132,47,329,54,220,143,215,232,67,220,560,135,311
4540,Cookie/Cracker Multi-Pks,7,77,100,1203,56,358,56,240,151,225,245,77,246,592,145,332
4540,Cookie/Cracker Multi-Pks,8,73,86,1267,65,374,60,253,155,245,262,81,269,621,159,342
4540,Cookie/Cracker Multi-Pks,9,59,70,1314,73,390,65,265,158,251,278,85,289,645,165,352
4540,Cookie/Cracker Multi-Pks,10,71,82,1368,86,407,74,279,162,266,286,91,313,673,178,360
4540,Cookie/Cracker Multi-Pks,11,154,211,1534,105,460,86,311,185,302,315,101,356,751,203,405
4540,Cookie/Cracker Multi-Pks,12,165,223,1713,118,512,96,345,207,339,352,114,401,830,230,454
4540,Cookie/Cracker Multi-Pks,13,116,139,1817,135,539,102,369,227,364,377,117,442,879,247,472
4540,Cookie/Cracker Multi-Pks,14,67,,,,,,,,,,,,,,
4540,Cookie/Cracker Multi-Pks,15,65,,,,,,,,,,,,,,
4540,Cookie/Cracker Multi-Pks,16,65,,,,,,,,,,,,,,
4540,Cookie/Cracker Multi-Pks,17,53,,,,,,,,,,,,,,
4540,Cookie/Cracker Multi-Pks,18,50,,,,,,,,,,,,,,
4540,Cookie/Cracker Multi-Pks,19,41,,,,,,,,,,,,,,
4540,Cookie/Cracker Multi-Pks,20,39,,,,,,,,,,,,,,
4540,Cookie/Cracker Multi-Pks,21,22,,,,,,,,,,,,,,
4540,Cookie/Cracker Multi-Pks,22,14,,,,,,,,,,,,,,
4540,Cookie/Cracker Multi-Pks,23,5,,,,,,,,,,,,,,
4540,Cookie/Cracker Multi-Pks,24,3,,,,,,,,,,,,,,
4540,Cookie/Cracker Multi-Pks,25,3,,,,,,,,,,,,,,
4540,Cookie/Cracker Multi-Pks,26,3,,,,,,,,,,,,,,
4552,Soft Drinks,1,4,11,5,0,1,0,0,6,0,0,3,2,8,0,0
4552,Soft Drinks,2,69,165,91,2,39,17,7,21,11,13,53,42,64,34,21
4552,Soft Drinks,3,115,389,265,23,101,69,12,90,28,29,199,145,156,152,74
4552,Soft Drinks,4,135,469,441,58,177,141,30,157,71,66,310,222,291,254,178
4552,Soft Drinks,5,146,616,660,102,302,223,42,247,112,108,478,374,466,376,289
4552,Soft Drinks,6,161,706,913,144,434,330,66,328,151,152,698,544,647,538,421
4552,Soft Drinks,7,160,711,1139,195,584,448,81,433,194,217,851,688,857,692,554
4552,Soft Drinks,8,128,483,1270,234,677,502,95,517,236,255,978,777,1010,801,652
4552,Soft Drinks,9,122,458,1376,265,767,562,109,594,270,280,1108,875,1147,900,742
4552,Soft Drinks,10,121,415,1495,299,869,612,113,645,292,319,1231,980,1285,1011,777
4552,Soft Drinks,11,127,441,1615,333,939,655,124,719,331,341,1366,1076,1400,1138,829
4552,Soft Drinks,12,127,417,1743,354,1022,698,137,763,367,364,1496,1166,1530,1228,892
4552,Soft Drinks,13,126,489,1874,392,1128,763,157,819,396,392,1639,1261,1669,1347,981
4552,Soft Drinks,14,124,,,,,,,,,,,,,,
4552,Soft Drinks,15,143,,,,,,,,,,,,,,
4552,Soft Drinks,16,130,,,,,,,,,,,,,,
4552,Soft Drinks,17,123,,,,,,,,,,,,,,
4552,Soft Drinks,18,158,,,,,,,,,,,,,,
4552,Soft Drinks,19,122,,,,,,,,,,,,,,
4552,Soft Drinks,20,145,,,,,,,,,,,,,,
4552,Soft Drinks,21,151,,,,,,,,,,,,,,
4552,Soft Drinks,22,173,,,,,,,,,,,,,,
4552,Soft Drinks,23,163,,,,,,,,,,,,,,
4552,Soft Drinks,24,130,,,,,,,,,,,,,,
4552,Soft Drinks,25,140,,,,,,,,,,,,,,
4552,Soft Drinks,26,147,,,,,,,,,,,,,,
4563,Bath Tissue,1,57,75,74,1,13,11,11,7,7,7,15,22,17,15,17
4563,Bath Tissue,2,118,205,268,8,49,46,37,21,30,33,53,65,85,53,59
4563,Bath Tissue,3,206,545,764,28,138,132,111,75,83,113,135,160,287,138,190
4563,Bath Tissue,4,220,676,1344,80,249,244,207,134,159,187,238,283,512,230,375
4563,Bath Tissue,5,146,329,1602,117,314,289,249,158,189,242,287,347,632,271,457
4563,Bath Tissue,6,195,601,2050,187,419,391,333,207,256,318,355,436,840,359,625
4563,Bath Tissue,7,217,795,2637,288,567,522,455,274,314,431,455,555,1134,463,837
4563,Bath Tissue,8,230,858,3223,414,699,685,566,347,399,552,567,680,1451,583,1073
4563,Bath Tissue,9,222,778,3736,526,834,822,679,406,459,656,689,799,1711,710,1287
4563,Bath Tissue,10,220,784,4247,629,980,965,775,458,523,760,817,921,1988,818,1508
4563,Bath Tissue,11,226,874,4773,777,1125,1093,921,524,603,893,934,1044,2291,947,1762
4563,Bath Tissue,12,224,838,5307,894,1260,1210,1052,602,691,1010,1050,1178,2580,1066,1983
4563,Bath Tissue,13,227,821,5785,1017,1413,1336,1148,673,780,1102,1186,1318,2870,1191,2179
4563,Bath Tissue,14,236,,,,,,,,,,,,,,
4563,Bath Tissue,15,231,,,,,,,,,,,,,,
4563,Bath Tissue,16,233,,,,,,,,,,,,,,
4563,Bath Tissue,17,227,,,,,,,,,,,,,,
4563,Bath Tissue,18,232,,,,,,,,,,,,,,
4563,Bath Tissue,19,229,,,,,,,,,,,,,,
4563,Bath Tissue,20,231,,,,,,,,,,,,,,
4563,Bath Tissue,21,232,,,,,,,,,,,,,,
